A股	A<s>gu2
𦀬背心	laang1<s>bui3<s>slam1
𦀬褲	laang1<s>fu3
𦀬衫	laang1<s>saam1
冷飯	laang5<s>faan6
冷飯粥	laang5<s>faan6<s>zuk1
冷颼颼	laang5<s>slau1<s>slau1
冷澌澌	laang5<s>sli1<s>sli1
冷天	laang5<s>tin1
臘鴨	laap6<s>aap3
臘鴨肫	laap6<s>aap3<s>kan5
蠟筆	laap6<s>bat1
臘腸	laap6<s>coeng4
臘腸褲	laap6<s>coeng4<s>fu3
臘肉	laap6<s>juk6
垃圾	laap6<s>slaap3
拉颯	laap6<s>slaap3
垃圾泥	laap6<s>slaap3<s>nai4
垃雜	laap6<s>zaap6
拉雜	laap6<s>zaap6
蠟燭	laap6<s>zuk1
瘌痢	laat3<s>li1
癩痢	laat3<s>li1
鬎鬁	laat3<s>li1
瘌痢頭	laat3<s>li1<s>tau4
列列	laat6<s>laat6
邋邋遢遢	laat6<s>laat6<s>taat3<s>taat3
辣蓼	laat6<s>liu2
剌謬	laat6<s>mau6
邋遢	laat6<s>taat3
邋遢遢	laat6<s>taat3<s>taat3
辣椒	laat6<s>ziu1
辣椒粉	laat6<s>ziu1<s>fan2
辣椒葉	laat6<s>ziu1<s>jip6
辣椒醬	laat6<s>ziu1<s>zoeng3
撈佬	laau1<s>lu2
撈仔	laau1<s>zai2
摎攪	laau2<s>gaau6
犁欛	lai4<s>baa3
嚟料	lai4<s>liu2
犁尾	lai4<s>mi5
犁母	lai4<s>mu5
犁手	lai4<s>sau2
犁頭	lai4<s>tau4
犁頭𧊅	lai4<s>tau4<s>kwe2
犁田	lai4<s>tin4
禮拜	lai5<s>baai3
禮拜一	lai5<s>baai3<s>jat1
禮拜日	lai5<s>baai3<s>jat6
禮物	lai5<s>mat6
禮帽	lai5<s>mu6
荔浦芋	lai6<s>pu2<s>wu6
荔枝	lai6<s>zi1
荔枝綢	lai6<s>zi1<s>cau4
肋骨	lak1<s>gwat1
犖確	lak1<s>kak1
犖犖確確	lak1<s>lak1<s>kak1<s>kak1
肋膜	lak6<s>mok6
勒頭褲	lak6<s>tau4<s>fu3
竻竹	lak6<s>zuk1
簕竹	lak6<s>zuk1
稟生	lam2<s>saang1
冧本	lam3<s>bun2
冧檔	lam3<s>dong3
淋花	lam4<s>faa1
淋糞	lam4<s>fan3
林家翹	lam4<s>gaa1<s>kiu4
淋雨	lam4<s>jyu5
臨盆	lam4<s>pun4
淋水	lam4<s>sui2
臨帖	lam4<s>tip3
碖梭梭	lan3<s>slo4<s>slo4
碖𩄝𩄝	lan3<s>slo4<s>slo4
鄰近	lan4<s>kan5
輪船	lan4<s>syun4
論千	lan6<s>cin1
論日	lan6<s>jat6
遴遴盡盡	lan6<s>lan6<s>zan6<s>zan6
論晚	lan6<s>maan5
論萬	lan6<s>maan6
論年	lan6<s>nin4
遴盡	lan6<s>zan6
倰鬇	lang4<s>jang3
倰鬙	lang4<s>slang1
笠笠靚	lap1<s>lap1<s>leng3
笠靚	lap1<s>leng3
笠帽	lap1<s>mu6
笠衫	lap1<s>saam1
立秋	lap6<s>cau1
立冬	lap6<s>dung1
立方米	lap6<s>fong1<s>mai1
立櫃	lap6<s>gwai6
立夏	lap6<s>haa6
立亂	lap6<s>lyun6
立字據	lap6<s>zi6<s>gyu3
立正	lap6<s>zing3
立早章	lap6<s>zu2<s>zoeng1
㪐青	lat1<s>cing1
甩青	lat1<s>cing1
㪐身	lat1<s>san1
甩身	lat1<s>san1
㪐色	lat1<s>sik1
甩色	lat1<s>sik1
㪐鬚	lat1<s>slu1
甩鬚	lat1<s>slu1
㪐頭髮	lat1<s>tau4<s>faat3
甩頭髮	lat1<s>tau4<s>faat3
㪐拖	lat1<s>to1
甩拖	lat1<s>to1
摟錢	lau1<s>cin4
摟財	lau1<s>coi4
褸巾	lau1<s>gan1
褸裙	lau1<s>kwan4
褸尾	lau1<s>mi5
摟搜	lau1<s>slau2
褸席	lau1<s>zik6
摟住	lau1<s>zyu6
摟抱	lau2<s>pu5
摟着	lau2<s>zoek6
漏車	lau3<s>ce1
漏花生	lau3<s>faa1<s>saang1
漏番薯	lau3<s>faan1<s>syu4
樓板	lau4<s>baan2
留步	lau4<s>bu6
流傳	lau4<s>cyun4
樓底	lau4<s>dai2
樓底下	lau4<s>dai2<s>haa6
流嗲嗲	lau4<s>de4<s>de4
流啲嗲	lau4<s>di1<s>de4
樓觀	lau4<s>gun3
樓下	lau4<s>haa6
流嘢	lau4<s>je5
留醫	lau4<s>ji1
留意	lau4<s>ji3
流乙坊則中晨仙光羿足	lau4<s>jyut3<s>fong1<s>zak1<s>zung1<s>san4<s>slin1<s>gong1<s>ngai6<s>zuk1
留級	lau4<s>kap1
琉璃	lau4<s>li4
琉璃瓦	lau4<s>li4<s>ngaa5
流料	lau4<s>liu2
嘍囉	lau4<s>lo4
流量	lau4<s>loeng6
劉姥姥	lau4<s>lu5<s>lu5
流氓	lau4<s>mong4
流氓散仔	lau4<s>mong4<s>slaan2<s>zai2
流氓散崽	lau4<s>mong4<s>slaan2<s>zai2
流眼淚	lau4<s>ngen5<s>lui6
流星	lau4<s>sling1
流星趕月	lau4<s>sling1<s>gon2<s>jyut6
樓上	lau4<s>soeng6
流水賬	lau4<s>sui2<s>zoeng3
樓梯	lau4<s>tai1
樓梯底	lau4<s>tai1<s>dai2
樓梯腳	lau4<s>tai1<s>goek3
硫磺	lau4<s>wong4
流徵	lau4<s>zi2
柳葉	lau5<s>jip6
柳樹	lau5<s>syu6
柳條	lau5<s>tiu4
溜窗縫	lau6<s>coeng1<s>fung6
漏風	lau6<s>fung1
溜縫	lau6<s>fung6
溜口	lau6<s>hau2
漏口	lau6<s>hau2
溜糟	lau6<s>zu1
咧咧	le1<s>le1
離氣	le4<s>he3
離離氣氣	le4<s>le4<s>he3<s>he3
褦襶	le5<s>de2
褦㹃	le5<s>fe2
叻馬	lek1<s>maa5
摙谷	len3<s>guk1
靚嘢	leng3<s>je5
靚笠笠	leng3<s>lap1<s>lap1
靚女	leng3<s>nyu2
靚湯	leng3<s>tong1
靚仔	leng3<s>zai2
靚崽	leng3<s>zai2
鯪魚	leng4<s>jyu4
靈擎	leng4<s>keng4
嶺頂	leng5<s>deng2
嶺腳	leng5<s>goek3
領釦	leng5<s>kau3
撩火棍	leu1<s>fo2<s>gwan3
繚褲腳	leu1<s>fu3<s>goek3
了哥	leu1<s>go1
鷯哥	leu1<s>go1
撩耳朵	leu1<s>ji5<s>do2
撩耳屎	leu1<s>ji5<s>si2
繚衫腳	leu1<s>saam1<s>goek3
繚袖口	leu1<s>zau6<s>hau2
𣩢	leu3
哩啦	li1<s>laa1
哩哩啦啦	li1<s>li1<s>laa1<s>laa1
哩哩囉囉	li1<s>li1<s>lo1<s>lo1
籬笆	li4<s>baa1
籬笆柵	li4<s>baa1<s>caak3
釐戥	li4<s>dang2
離間	li4<s>gaan3
罹難	li4<s>naan6
里把兩里路	li5<s>baa2<s>loeng5<s>li5<s>lu6
里把路	li5<s>baa2<s>lu6
裏底	li5<s>dai2
裏底間	li5<s>dai2<s>gen1
理髮店	li5<s>faat3<s>dim3
李果	li5<s>go2
理應	li5<s>jing1
鯉魚	li5<s>jyu4
里零兩里路	li5<s>leng4<s>loeng5<s>li5<s>lu6
里零路	li5<s>leng4<s>lu6
里弄	li5<s>lung6
裏面	li5<s>min2
李娜	li5<s>naa4
李樹	li5<s>syu6
裏頭	li5<s>tau4
利錢	li6<s>cin4
脷錢	li6<s>cin4
利害	li6<s>hoi6
利息	li6<s>slik1
力不能勝	lik6<s>bat1<s>nang4<s>sing3
力量	lik6<s>loeng6
力能扛鼎	lik6<s>nang4<s>gong1<s>ding2
力士鞋	lik6<s>si6<s>haai4
力透紙背	lik6<s>tau3<s>zi2<s>bui3
連坐	lin4<s>co5
蓮花	lin4<s>faa1
連衣裙	lin4<s>ji1<s>kwan4
鰱魚	lin4<s>jyu4
連襟	lin4<s>kam1
連累	lin4<s>lui6
蓮藕	lin4<s>ngau5
連篇累牘	lin4<s>pin1<s>lui5<s>duk6
蓮蓬	lin4<s>pung4
連衫裙	lin4<s>saam1<s>kwan4
連續翻	lin4<s>zuk6<s>faan1
鈴啷	ling1<s>long1
鈴啷佬	ling1<s>long1<s>lu2
炩爍爍	ling3<s>slaak6<s>slaak6
靈牀	ling4<s>cong4
零蛋	ling4<s>daan6
鈴鐺	ling4<s>dong1
菱角	ling4<s>gok3
零用	ling4<s>jung6
靈祇	ling4<s>ki4
零米	ling4<s>mai1
靈牌	ling4<s>paai4
零使	ling4<s>sai2
靈堂	ling4<s>tong4
零嘴	ling4<s>zui2
另開	ling6<s>hoi1
另世	ling6<s>sai3
裂縫	lit6<s>fung6
咧起嘴笑	lit6<s>hi2<s>zui2<s>sliu3
咧嘴	lit6<s>zui2
捩轉	lit6<s>zyun2
溜邊	liu1<s>bin1
溜冰	liu1<s>bing1
溜牆根	liu1<s>coeng4<s>gan1
溜達	liu1<s>daat6
溜雞	liu1<s>gai1
溜肩	liu1<s>gin1
溜腰花	liu1<s>jiu1<s>faa1
溜圓	liu1<s>jyun4
溜了	liu1<s>liu5
溜鬚	liu1<s>slu1
溜鬚拍馬	liu1<s>slu1<s>paak3<s>maa5
溜熟	liu1<s>suk6
溜走	liu1<s>zau2
溜之大吉	liu1<s>zi1<s>daai6<s>gat1
溜尖	liu1<s>zim1
潦草	liu4<s>cu2
潦倒	liu4<s>du2
瞭望	liu4<s>mong6
了吧	liu5<s>baa6
瞭解	liu5<s>gaai2
瞭然	liu5<s>jin4
瞭若指掌	liu5<s>joek6<s>zi2<s>zoeng2
料酒	liu6<s>zau2
囉柚	lo1<s>jau2
囉里囉嗦	lo1<s>li5<s>lo1<s>slo1
囉囉嗦嗦	lo1<s>lo1<s>slo1<s>slo1
囉嗦	lo1<s>slo1
攞齊	lo2<s>cai4
攞老婆	lo2<s>lu5<s>po4
攞新婦	lo2<s>slan1<s>pu5
攞債	lo2<s>zaai3
蘿蔔	lo4<s>baak6
蘿蔔腳	lo4<s>baak6<s>goek3
蘿蔔乾	lo4<s>baak6<s>gon1
蘿蔔糕	lo4<s>baak6<s>gu1
蘿蔔纓	lo4<s>baak6<s>jing1
蘿蔔手	lo4<s>baak6<s>sau2
籮斗	lo4<s>dau2
羅裙帶	lo4<s>gwan4<s>daai3
羅漢果	lo4<s>hon3<s>go2
羅圈	lo4<s>hyun1
羅圈腿	lo4<s>hyun1<s>tui2
螺肉	lo4<s>juk6
籮筐	lo4<s>kwaang1
騾馬	lo4<s>maa5
螺母	lo4<s>mu5
螺絲釘	lo4<s>si1<s>deng1
螺絲批	lo4<s>si1<s>pai1
籮頭	lo4<s>tau4
囉唕	lo4<s>zu6
量杯	loeng4<s>bui1
量尺寸	loeng4<s>cek3<s>cyun3
量長短	loeng4<s>coeng4<s>dyun2
糧店	loeng4<s>dim3
量度	loeng4<s>dok6
涼粉	loeng4<s>fan2
涼粉草	loeng4<s>fan2<s>cu2
量具	loeng4<s>gyu6
量血壓	loeng4<s>hyut3<s>aat3
涼蔭蔭	loeng4<s>jam3<s>jam3
量米	loeng4<s>mai5
糧食	loeng4<s>sik6
涼爽	loeng4<s>song2
量體重	loeng4<s>tai2<s>cung5
量體溫	loeng4<s>tai2<s>wan1
涼着	loeng4<s>zoek6
涼糉	loeng4<s>zung3
兩百五	loeng5<s>baak3<s>ng5
兩百五個	loeng5<s>baak3<s>ng5<s>go3
兩邊	loeng5<s>ben1
兩磅	loeng5<s>bong6
兩尺	loeng5<s>cek3
兩尺二	loeng5<s>cek3<s>ji6
兩千	loeng5<s>cin1
兩千二	loeng5<s>cin1<s>ji6
兩千二百個	loeng5<s>cin1<s>ji6<s>baak3<s>go3
兩千二個	loeng5<s>cin1<s>ji6<s>go3
兩千兩百個	loeng5<s>cin1<s>loeng5<s>baak3<s>go3
兩錢	loeng5<s>cin4
兩寸	loeng5<s>cyun3
兩擔	loeng5<s>daam3
兩斗	loeng5<s>dau2
兩點水	loeng5<s>dim2<s>sui2
兩馱	loeng5<s>do6
兩分	loeng5<s>fan1
兩斤	loeng5<s>gan1
兩斤半	loeng5<s>gan1<s>bun3
兩個	loeng5<s>go3
兩姑嫂	loeng5<s>gu1<s>slu2
兩姑姪	loeng5<s>gu1<s>zat6
兩公婆	loeng5<s>gung1<s>po4
兩兄弟	loeng5<s>hing1<s>dai6
兩兄妹	loeng5<s>hing1<s>mui2
兩行	loeng5<s>hong4
兩人好	loeng5<s>jan4<s>hu2
兩爺孫	loeng5<s>je4<s>slyun1
兩釐	loeng5<s>li4
兩里	loeng5<s>li5
兩老	loeng5<s>lu5
兩老大	loeng5<s>lu5<s>daai2
兩萬兩千兩百	loeng5<s>maan6<s>loeng5<s>cin1<s>loeng5<s>baak3
兩米	loeng5<s>mai1
兩泡尿	loeng5<s>paau1<s>niu6
兩疋	loeng5<s>pat1
兩婆媳	loeng5<s>po4<s>slik1
兩鋪	loeng5<s>pu1
兩嬸母	loeng5<s>sam2<s>mu5
兩升	loeng5<s>sing1
兩三百	loeng5<s>slaam1<s>baak3
兩叔姪	loeng5<s>suk1<s>zat6
兩頭蛇	loeng5<s>tau4<s>se4
兩聽	loeng5<s>ting3
兩仔爺	loeng5<s>zai2<s>je4
兩崽爺	loeng5<s>zai2<s>je4
兩仔乸	loeng5<s>zai2<s>naa2
兩崽乸	loeng5<s>zai2<s>naa2
兩進	loeng5<s>zan3
兩姐弟	loeng5<s>ze2<s>dai6
兩姐妹	loeng5<s>ze2<s>mui6
兩隻	loeng5<s>zek3
兩隻半	loeng5<s>zek3<s>bun3
兩隻旋	loeng5<s>zoek3<s>zyun6
兩丈	loeng5<s>zoeng6
兩種	loeng5<s>zung2
兩轉	loeng5<s>zyun3
量變	loeng6<s>bin3
量才稱職	loeng6<s>coi4<s>cing1<s>zik1
量才錄用	loeng6<s>coi4<s>luk6<s>jung6
量販店	loeng6<s>faan3<s>dim3
量腹而食	loeng6<s>fuk1<s>ji4<s>sik6
量入爲出	loeng6<s>jap6<s>wai4<s>cyut1
量力而行	loeng6<s>lik6<s>ji4<s>hang4
量力而爲	loeng6<s>lik6<s>ji4<s>wai4
亮瓦	loeng6<s>ngaa5
來得及	loi4<s>dak1<s>gap6
來路貨	loi4<s>lu6<s>fo3
來冇及	loi4<s>mu5<s>gap6
來往	loi4<s>wong5
落車	lok3<s>ce1
駱駝	lok3<s>to4
落啊	lok6<s>aa3
落吧	lok6<s>baa1
落班	lok6<s>baan1
樂不可支	lok6<s>bat1<s>ho2<s>zi1
落冰泡	lok6<s>bing1<s>paau1
落泊	lok6<s>bok6
落雹	lok6<s>bok6
落請帖	lok6<s>cing2<s>tip3
落場	lok6<s>coeng4
落牀	lok6<s>cong4
樂趣	lok6<s>cyu3
落出啊	lok6<s>cyut1<s>aa3
落地櫃	lok6<s>di6<s>gwai6
落定	lok6<s>ding6
樂極生悲	lok6<s>gik6<s>saang1<s>bi1
落腳	lok6<s>goek3
樂觀	lok6<s>gun1
落考場	lok6<s>haau2<s>coeng4
落開啊	lok6<s>hoi1<s>aa3
樂意	lok6<s>ji3
落雨	lok6<s>jyu5
落雨叭叭	lok6<s>jyu5<s>baa4<s>baa4
落雨𩄝𩄝	lok6<s>jyu5<s>slaa4<s>slaa4
落雨天	lok6<s>jyu5<s>tin1
樂園	lok6<s>jyun4
落課	lok6<s>ko3
落來坐	lok6<s>lai4<s>co5
落力	lok6<s>lik6
落蚊帳	lok6<s>man1<s>zoeng3
樂莫大焉	lok6<s>mok6<s>daai6<s>jin4
落霧	lok6<s>mu6
落霧水	lok6<s>mu6<s>sui2
落門頭	lok6<s>mun4<s>tau4
落心機	lok6<s>slam1<s>gi1
落雪	lok6<s>slyut3
落船	lok6<s>syun4
樂天知命	lok6<s>tin1<s>zi1<s>ming6
落貼	lok6<s>tip3
落臺	lok6<s>toi4
落魄	lok6<s>tok3
樂土	lok6<s>tu2
落象	lok6<s>zoeng6
盪口	long2<s>hau2
狼狽相	long4<s>bui3<s>sloeng3
鋃鐺	long4<s>dong1
狼狗	long4<s>gau2
狼吞虎咽	long4<s>tan1<s>fu2<s>jin3
狼藉	long4<s>zik6
埌邊	long5<s>bin1
埌田	long5<s>tin4
㫰花	long6<s>faa1
㫰衫	long6<s>saam1
晾衫	long6<s>saam1
嚕便	lu1<s>bin6
撈本	lu1<s>bun2
撈錢	lu1<s>cin4
嚕笪	lu1<s>daat3
嚕笪定	lu1<s>daat3<s>deng6
嚕啲	lu1<s>di1
嚕個	lu1<s>go3
撈一把	lu1<s>jat1<s>baa2
撈一撈	lu1<s>jat1<s>lu1
嚕排時	lu1<s>paai4<s>si4
撈世界	lu1<s>sai3<s>gaai3
嚕陣時	lu1<s>zan6<s>si4
嚕隻	lu1<s>zek3
爐柵	lu4<s>caak3
嘮叨	lu4<s>du1
勞改犯	lu4<s>goi2<s>faan6
勞燕分飛	lu4<s>jin3<s>fan1<s>fi1
鱸魚	lu4<s>jyu4
爐欞	lu4<s>ling4
嘮嘮叨叨	lu4<s>lu4<s>du1<s>du1
勞累	lu4<s>lui6
爐門	lu4<s>mun4
爐條	lu4<s>tiu4
蘆葦	lu4<s>wai4
蘆薈	lu4<s>wui6
老一趟	lu5<s>aa1<s>tong3
滷鴨	lu5<s>aap3
老闆	lu5<s>baan2
老闆娘	lu5<s>baan2<s>noeng4
老表	lu5<s>biu2
老輩	lu5<s>bui3
老本	lu5<s>bun2
老抽	lu5<s>cau1
老旦	lu5<s>daan3
滷蛋	lu5<s>daan6
老竇	lu5<s>dau6
老爹	lu5<s>de1,laau1<s>ge1
老調重彈	lu5<s>diu6<s>cung4<s>taan4
老花	lu5<s>faa1
老花眼	lu5<s>faa1<s>geng3
老夥計	lu5<s>fo2<s>gi3
老虎	lu5<s>fu2
老虎鉗	lu5<s>fu2<s>kem4
老虎乸	lu5<s>fu2<s>naa2
老家	lu5<s>gaa1
老薑	lu5<s>goeng1
老姑婆	lu5<s>gu1<s>po4
老公	lu5<s>gung1
老舉婆	lu5<s>gyu2<s>po4
老坑	lu5<s>haang1
老㞓殼	lu5<s>hai1<s>hok3
老行	lu5<s>hong4
老人家	lu5<s>jan4<s>gaa1
老人精	lu5<s>jan4<s>zing1
老一	lu5<s>jat1
老友	lu5<s>jau5
老友粉	lu5<s>jau5<s>fan2
老友鬼鬼	lu5<s>jau5<s>gwai2<s>gwai2
姥爺	lu5<s>je4
老嘢	lu5<s>je5
老二	lu5<s>ji6
老契	lu5<s>kai3
老襟	lu5<s>kam1
老辣	lu5<s>laa2
老歷	lu5<s>lik6
老練	lu5<s>lin6
姥姥	lu5<s>lu5
老媽子	lu5<s>maa1<s>zi2
老貓	lu5<s>meu1
滷味	lu5<s>mi2
滷味店	lu5<s>mi2<s>dim3
老乸	lu5<s>naa2
老扤扤	lu5<s>nget6<s>nget6
姥娘	lu5<s>noeng4
老孃	lu5<s>noeng4,laau1<s>neng1
老孃們兒	lu5<s>noeng4<s>mun4<s>ji4
老女	lu5<s>nyu5
老婆	lu5<s>po4
姥鯊	lu5<s>saa1
老生	lu5<s>saang1
老十	lu5<s>sap6
老手	lu5<s>sau2
老屎窟	lu5<s>si2<s>fat1
老成持重	lu5<s>sing4<s>ci4<s>cung5
老少	lu5<s>siu3
老三	lu5<s>slaam1
老四	lu5<s>sli3
老先生	lu5<s>slin1<s>saang1
老相	lu5<s>sloeng3
潦水	lu5<s>sui2
老鼠	lu5<s>syu2
老同	lu5<s>tung4
老屋	lu5<s>uk1
老積	lu5<s>zik1
老積積	lu5<s>zik1<s>zik1
老將	lu5<s>zoeng3
老裝	lu5<s>zong1
路邊	lu6<s>bin1
路費	lu6<s>fai3
路肩	lu6<s>gin1
酪酥	lu6<s>slu1
路上	lu6<s>soeng6
路上高	lu6<s>soeng6<s>gu1
路條	lu6<s>tiu4
酪酒	lu6<s>zau2
擂鉢	lui4<s>but3
累囚	lui4<s>cau4
擂槌	lui4<s>cui4
雷公	lui4<s>gung1
雷公根	lui4<s>gung1<s>gan1
雷公喊	lui4<s>gung1<s>hem3
雷公響	lui4<s>gung1<s>hoeng2
雷公屎	lui4<s>gung1<s>si2
雷公鑿	lui4<s>gung1<s>zok6
雷劈	lui4<s>pek3
雷陣雨	lui4<s>zan6<s>jyu5
累贅	lui4<s>zui6
累遷	lui5<s>cim1
累犯不改	lui5<s>faan6<s>bat1<s>goi2
累教不改	lui5<s>gaau3<s>bat1<s>goi2
累計	lui5<s>gai3
累建奇功	lui5<s>gin3<s>ki4<s>gung1
累累犯錯	lui5<s>lui5<s>faan6<s>co3
累卵	lui5<s>lyun2
累年豐收	lui5<s>nin4<s>fung1<s>sau1
累世	lui5<s>sai3
累土爲山	lui5<s>tu2<s>wai4<s>saan1
累進	lui5<s>zan3
累積	lui5<s>zik1
累及無辜	lui6<s>gap6<s>mu4<s>gu1
累句	lui6<s>gyu3
熝腳	luk1<s>goek3
熝麪	luk1<s>min6
六十一	luk6<s>aa6<s>jat1
六十六	luk6<s>aa6<s>luk6
䍡𦌊	luk6<s>cuk1
陸川豬	luk6<s>cyun1<s>zyu1
綠豆	luk6<s>dau6
綠豆芽	luk6<s>dau6<s>ngaa4
綠豆粥	luk6<s>dau6<s>zuk1
六馱	luk6<s>do6
六分鑿	luk6<s>fan1<s>zok6
六分之	luk6<s>fan6<s>zi1
六下	luk6<s>haa5
六號	luk6<s>hu6
六一	luk6<s>jat1
六月初六	luk6<s>jyut6<s>co1<s>luk6
六來	luk6<s>lai4
谷蠡	luk6<s>lai5
六兩	luk6<s>loeng2
六六	luk6<s>luk6
六米	luk6<s>mai1
鹿脯	luk6<s>pu2
六十	luk6<s>sap6
六十有奇	luk6<s>sap6<s>jau5<s>gi1
六位	luk6<s>wai2
六位位	luk6<s>wai2<s>wai2
綠筠	luk6<s>wan4
六作	luk6<s>zok3
隆重	lung4<s>cung5
聾鬼	lung4<s>gwai2
龍骨車	lung4<s>gwat1<s>ce1
龍蝦	lung4<s>haa1
聾佬	lung4<s>lu2
龍眼	lung4<s>ngen5
龍眼果	lung4<s>ngen5<s>go2
龍眼乾	lung4<s>ngen5<s>gon1
龍蝨	lung4<s>sat1
龍鬚菜	lung4<s>syu1<s>coi3
龍船節	lung4<s>syun4<s>zit3
龍王	lung4<s>wong4
龍王廟	lung4<s>wong4<s>miu6
籠箱	lung5<s>sloeng1
籠統	lung5<s>tung2
躘躘蹱蹱	lung6<s>lung6<s>cung3<s>cung3
弄堂	lung6<s>tong4
屢見不鮮	lyu5<s>gin3<s>bat1<s>slin2
旅社	lyu5<s>se5
亂嗌三場	lyun6<s>aai3<s>slaam1<s>coeng4
亂七八糟	lyun6<s>cat1<s>bet3<s>zu1
亂吆三場	lyun6<s>eu1<s>slaam1<s>coeng4
亂講	lyun6<s>gong2
亂講三場	lyun6<s>gong2<s>slaam1<s>coeng4
亂喊三場	lyun6<s>hem3<s>slaam1<s>coeng4
亂哄哄	lyun6<s>hung1<s>hung1
亂噏	lyun6<s>ngap1
唔該	m4<s>goi1
唔通	m4<s>tung1
唔會	m4<s>wui5
唔䎺	m4<s>zai3
孖辮	maa1<s>bin1
螞𧊅	maa1<s>gwaai2
馬騮	maa1<s>lau1
螞螂	maa1<s>long4
巴望	maa1<s>mung2
孖女	maa1<s>nyu2
孖鋪	maa1<s>pu1
孖仔	maa1<s>zai2
孖崽	maa1<s>zai2
麻鴨	maa4<s>aap3
痲疤	maa4<s>be4
麻疤	maa4<s>be4
麻包	maa4<s>beu1
麻包袋	maa4<s>beu1<s>doi6
麻雀	maa4<s>coek3
麻雀竇	maa4<s>coek3<s>dau3
麻雀蓮	maa4<s>coek3<s>lin4
麻雀仔	maa4<s>coek3<s>zai2
麻雀崽	maa4<s>coek3<s>zai2
麻村蕹	maa4<s>cyun1<s>ung3
麻蛋棗	maa4<s>daan6<s>zu2
麻鳥	maa4<s>deu1
麻刀	maa4<s>du1
麻花	maa4<s>faa1
麻煩	maa4<s>faan4
麻稈	maa4<s>gon2
麻梗	maa4<s>gwaang2
麻骨	maa4<s>gwat1
麻油	maa4<s>jau4
麻葉	maa4<s>jip6
麻葉菜	maa4<s>jip6<s>coi3
麻利	maa4<s>li6
媽媽	maa4<s>maa1
麻蚊帳	maa4<s>man1<s>zoeng3
麻繩	maa4<s>sing4
麻糖雞屎	maa4<s>tong4<s>gai1<s>si2
麻通	maa4<s>tung1
麻將	maa4<s>zoeng3
麻將牌	maa4<s>zoeng3<s>paai4
馬鞭草	maa5<s>bin1<s>cu2
馬背	maa5<s>bui3
馬車	maa5<s>ce1
馬打滾	maa5<s>daa2<s>gwan2
馬旦	maa5<s>daan3
馬燈	maa5<s>dang1
馬釘	maa5<s>deng1
馬嘟嘚	maa5<s>du1<s>dak1
嗎啡	maa5<s>fi1
螞蜂	maa5<s>fung1
馬蜂	maa5<s>fung1
馬鮫	maa5<s>gaau1
馬公	maa5<s>gung1
馬褂	maa5<s>gwaa3
馬圈	maa5<s>gyun3
馬後炮	maa5<s>hau6<s>peu3
馬鈴瓜	maa5<s>ling4<s>gwaa1
馬鈴薯	maa5<s>ling4<s>syu4
馬螂扛	maa5<s>long4<s>kong4
馬路	maa5<s>lu6
馬䪊頭	maa5<s>lung4<s>tau4
馬卵石	maa5<s>lyun2<s>sek6
馬面骨	maa5<s>min6<s>gwat1
馬乸	maa5<s>naa2
嗎哪	maa5<s>naa4
螞蟻	maa5<s>ngai5
馬棚	maa5<s>paang4
馬上	maa5<s>soeng6
馬蹄	maa5<s>tai4
馬蹄粉	maa5<s>tai4<s>fan2
馬蹄糕	maa5<s>tai4<s>gu1
碼頭	maa5<s>tau4
碼頭伕	maa5<s>tau4<s>fu1
碼頭級	maa5<s>tau4<s>kap1
螞蝗	maa5<s>wong4
螞蟥	maa5<s>wong4
螞蟥釘	maa5<s>wong4<s>deng1
馬扎	maa5<s>zaap6
馬紮	maa5<s>zaap6
馬閘	maa5<s>zaap6
馬仔	maa5<s>zai2
馬崽	maa5<s>zai2
馬掌	maa5<s>zoeng2
馬鬃蛇	maa5<s>zung1<s>se4
罵罵咧咧	maa6<s>maa6<s>le1<s>le1
駡駡咧咧	maa6<s>maa6<s>le1<s>le1
螞蚱	maa6<s>zaa3
埋藏	maai4<s>cong4
埋單	maai4<s>daan1
埋頭	maai4<s>tau4
買飛	maai5<s>fi1
買嘢	maai5<s>je5
買藥	maai5<s>joek6
買票	maai5<s>piu3
買斷	maai5<s>tyun5
買着	maai5<s>zoek6
賣龍	maai6<s>lung4
賣剩嘅	maai6<s>zing6<s>e3
擘大口	maak3<s>daai6<s>hau2
擘口	maak3<s>hau2
擘開眼	maak3<s>hoi1<s>ngen5
擘擘	maak3<s>maak3
擘隻口	maak3<s>zek3<s>hau2
擘嘴	maak3<s>zui2
扳車邊	maan1<s>ce1<s>bin1
扳罾	maan1<s>zang1
萬壽菊	maan4<s>sau6<s>guk1
晚輩	maan5<s>bui3
晚霞	maan5<s>haa4
晚黑	maan5<s>hak1
晚晚	maan5<s>maan5
晚女	maan5<s>nyu2
晚仔	maan5<s>zai2
晚崽	maan5<s>zai2
晚造	maan5<s>zu6
晚造米	maan5<s>zu6<s>mai5
萬把文	maan6<s>baa2<s>man1
漫長	maan6<s>coeng4
萬重山	maan6<s>cung4<s>saan1
萬馱	maan6<s>do6
萬分之	maan6<s>fan6<s>zi1
萬金紙	maan6<s>gam1<s>zi2
萬幾文	maan6<s>gi2<s>man1
萬古長青	maan6<s>gu2<s>coeng4<s>cing1
萬下	maan6<s>haa5
萬二	maan6<s>ji6
萬二個	maan6<s>ji6<s>go3
萬零文	maan6<s>leng4<s>man1
萬零二百	maan6<s>ling4<s>ji6<s>baak3
萬兩	maan6<s>loeng2
